item,itemLabel,itemDescription,gender,genderLabel,dob,dobPrecision,dod,dodPrecision
Q2518614,Kingsley Wood,British politician (1881-1943),Q6581097,male,1881-08-19T00:00:00Z,11,1943-09-21T00:00:00Z,11
Q6417459,Kit Malthouse,British politician (born 1966),Q6581097,male,1966-10-27T00:00:00Z,11,,
Q6418606,Kitty Ussher,British politician (born 1971),Q6581072,female,1971-03-18T00:00:00Z,11,,
Q750204,Kwasi Kwarteng,British politician (born 1975),Q6581097,male,1975-05-26T00:00:00Z,11,,
Q3827905,"Laurence Hyde, 1st Earl of Rochester","English politician, diplomat, and writer",Q6581097,male,1641-03-01T00:00:00Z,10,1711-05-02T00:00:00Z,11
Q332607,Leon Brittan,British politician and barrister (1939–2015),Q6581097,male,1939-09-25T00:00:00Z,11,2015-01-21T00:00:00Z,11
Q6530677,Leslie Burgin,British politician (1887-1945),Q6581097,male,1887-07-13T00:00:00Z,11,1945-08-16T00:00:00Z,11
Q122522,Leslie Hore-Belisha,British politician (1893-1957),Q6581097,male,1893-09-07T00:00:00Z,11,1957-02-16T00:00:00Z,11
Q269697,Liam Byrne,British politician (born 1970),Q6581097,male,1970-10-02T00:00:00Z,11,,
Q332374,Liam Fox,British politician (born 1961),Q6581097,male,1961-09-22T00:00:00Z,11,,
Q337505,"Lionel Sackville, 1st Duke of Dorset",British noble (1688-1765),Q6581097,male,1688-01-18T00:00:00Z,11,1765-10-10T00:00:00Z,11
Q26923547,"Liz Sugg, Baroness Sugg",British politician and political adviser.,Q6581072,female,1977-05-02T00:00:00Z,11,,
Q6662537,"Lloyd Kenyon, 1st Baron Kenyon",British Baron,Q6581097,male,1732-10-05T00:00:00Z,11,1802-01-01T00:00:00Z,9
Q6662537,"Lloyd Kenyon, 1st Baron Kenyon",British Baron,Q6581097,male,1732-10-05T00:00:00Z,11,1802-04-04T00:00:00Z,11
Q333628,Lord George Hamilton,British politician (1845-1927),Q6581097,male,1845-12-17T00:00:00Z,11,1927-09-22T00:00:00Z,11
Q6679302,Lord Granville Somerset,British politician,Q6581097,male,1792-12-27T00:00:00Z,11,1848-02-23T00:00:00Z,11
Q6679438,Lord John Cavendish,British politician,Q6581097,male,1732-10-22T00:00:00Z,11,1796-12-18T00:00:00Z,11
Q314773,Lord Randolph Churchill,"British politician, father of Winston Churchill (1849-1895)",Q6581097,male,1849-02-13T00:00:00Z,11,1895-01-24T00:00:00Z,11
Q6679922,Lord Robert Montagu,British politician,Q6581097,male,1825-01-24T00:00:00Z,11,1902-05-06T00:00:00Z,11
Q1964668,"Lucius Cary, 2nd Viscount Falkland",English politician (1610-1643),Q6581097,male,1610-01-01T00:00:00Z,9,1643-09-20T00:00:00Z,11
Q1878797,"Lynda, Baroness Chalker of Wallasey",British politician (born 1942),Q6581072,female,1942-04-29T00:00:00Z,11,,
Q304302,Lynne Featherstone,British politician (born 1951),Q6581072,female,1951-12-20T00:00:00Z,11,,
Q333737,"Lyon Playfair, 1st Baron Playfair",British politician and chemist (1818-1898),Q6581097,male,1818-05-01T00:00:00Z,11,1898-05-29T00:00:00Z,11
Q333507,Malcolm MacDonald,British politician and diplomat (1901-1981),Q6581097,male,1901-08-17T00:00:00Z,11,1981-01-11T00:00:00Z,11
Q333487,Malcolm Rifkind,British politician (born 1946),Q6581097,male,1946-06-21T00:00:00Z,11,,
Q1887053,"Malcolm Shepherd, 2nd Baron Shepherd",British Baron (1918-2001),Q6581097,male,1918-09-27T00:00:00Z,11,2001-04-05T00:00:00Z,11
Q333582,Manny Shinwell,British politician (1884-1986),Q6581097,male,1884-10-18T00:00:00Z,11,1986-05-08T00:00:00Z,11
Q232639,Margaret Beckett,British politician (born 1943),Q6581072,female,1943-01-15T00:00:00Z,11,,
Q182904,Margaret Bondfield,British feminist and trade unionist (1873–1953),Q6581072,female,1873-03-17T00:00:00Z,11,1953-06-16T00:00:00Z,11
Q688913,Margaret Hodge,British politician (born 1944),Q6581072,female,1944-09-08T00:00:00Z,11,,
Q336162,"Margaret Jay, Baroness Jay of Paddington",British baroness (born 1939),Q6581072,female,1939-11-18T00:00:00Z,11,,
Q7416,Margaret Thatcher,British stateswoman and prime minister (1925–2013),Q6581072,female,1925-10-13T00:00:00Z,11,2013-04-08T00:00:00Z,11
Q302815,Maria Eagle,British politician (born 1961),Q6581072,female,1961-02-17T00:00:00Z,11,,
Q334261,Maria Miller,British politician (born 1964),Q6581072,female,1964-03-26T00:00:00Z,11,,
Q6767006,Mark Carlisle,British politician (1929-2005),Q6581097,male,1929-07-07T00:00:00Z,11,2005-07-14T00:00:00Z,11
Q390869,Mark Francois,British politician (born 1965),Q6581097,male,1965-08-14T00:00:00Z,11,,
Q478276,Mark Harper,British politician (born 1970),Q6581097,male,1970-02-26T00:00:00Z,11,,
Q677068,Mark Hoban,British politician (born 1964),Q6581097,male,1964-03-31T00:00:00Z,11,,
Q389189,Mark Spencer,British politician (born 1970),Q6581097,male,1970-01-20T00:00:00Z,11,,
Q478161,Matt Hancock,British politician (born 1978),Q6581097,male,1978-10-02T00:00:00Z,11,,
Q337696,"Matthew White Ridley, 1st Viscount Ridley",British politician (1842-1904),Q6581097,male,1842-07-25T00:00:00Z,11,1904-11-28T00:00:00Z,11
Q335480,"Maurice Hankey, 1st Baron Hankey",British civil servant (1877-1963),Q6581097,male,1877-04-01T00:00:00Z,11,1963-01-26T00:00:00Z,11
Q332897,Maurice Macmillan,British politician (1921-1984),Q6581097,male,1921-01-27T00:00:00Z,11,1984-03-10T00:00:00Z,11
Q332454,"Max Aitken, 1st Baron Beaverbrook","Anglo-Canadian business tycoon, politician, and writer (1879-1964)",Q6581097,male,1879-05-25T00:00:00Z,11,1964-06-09T00:00:00Z,11
Q15039910,Maziere Brady,Irish judge,Q6581097,male,1796-07-20T00:00:00Z,11,1871-04-13T00:00:00Z,11
Q7792331,McKinnon Wood,British politician,Q6581097,male,1855-01-26T00:00:00Z,11,1927-03-26T00:00:00Z,11
Q328769,Mel Stride,British politician (born 1961),Q6581097,male,1961-09-30T00:00:00Z,11,,
Q6811295,Melanie Johnson,British politician (born 1955),Q6581072,female,1955-02-05T00:00:00Z,11,,
Q336534,Merlyn Rees,British politician (1920-2006),Q6581097,male,1920-12-18T00:00:00Z,11,2006-01-05T00:00:00Z,11
Q1926893,"Michael Bates, Baron Bates",British politician (born 1961),Q6581097,male,1961-05-26T00:00:00Z,11,,
Q303085,Michael Ellis,British politician (born 1967),Q6581097,male,1967-10-13T00:00:00Z,11,,
Q304095,Michael Fallon,British politician (born 1952),Q6581097,male,1952-05-14T00:00:00Z,11,,
Q332419,Michael Foot,British politician (1913-2010),Q6581097,male,1913-07-23T00:00:00Z,11,2010-03-03T00:00:00Z,11
Q334357,"Michael Forsyth, Baron Forsyth of Drumlean",Scottish politician and banker (born 1954),Q6581097,male,1954-10-16T00:00:00Z,11,,
Q333937,Michael Gove,British politician (born 1967),Q6581097,male,1967-08-26T00:00:00Z,11,,
Q333350,"Michael Havers, Baron Havers",British politician (1923-1992),Q6581097,male,1923-03-10T00:00:00Z,11,1992-04-01T00:00:00Z,11
Q332314,Michael Heseltine,British politician (born 1933),Q6581097,male,1933-03-21T00:00:00Z,11,,
Q332746,"Michael Hicks Beach, 1st Earl St Aldwyn",British politician (1837-1916),Q6581097,male,1837-10-23T00:00:00Z,11,1916-04-30T00:00:00Z,11
Q325381,Michael Howard,British politician; Former leader of the Conservative Party (UK) (born 1941),Q6581097,male,1941-07-07T00:00:00Z,11,,
Q332875,"Michael Jopling, Baron Jopling",British politician (born 1930),Q6581097,male,1930-12-10T00:00:00Z,11,,
Q583993,Michael Meacher,British politician (1939-2015),Q6581097,male,1939-11-04T00:00:00Z,11,2015-10-21T00:00:00Z,11
Q333446,Michael Moore,British politician (born 1965),Q6581097,male,1965-06-03T00:00:00Z,11,,
Q6833044,Michael Neubert,British politician (1933-2014),Q6581097,male,1933-09-03T00:00:00Z,11,2014-01-03T00:00:00Z,11
Q6833078,"Michael Noble, Baron Glenkinglas",British politician (1913-1984),Q6581097,male,1913-03-19T00:00:00Z,11,1984-05-15T00:00:00Z,11
Q333525,Michael Portillo,British politician turned television personality (born 1953),Q6581097,male,1953-05-26T00:00:00Z,11,,
Q6833666,Michael Quinlan,British civil servant,Q6581097,male,1930-08-11T00:00:00Z,11,2009-02-26T00:00:00Z,11
Q333773,"Michael Stewart, Baron Stewart of Fulham",British politician (1906-1990),Q6581097,male,1906-11-06T00:00:00Z,11,1990-03-10T00:00:00Z,11
Q6848224,Mike O'Brien,Labour Party politician in the United Kingdom (born 1954),Q6581097,male,1954-06-19T00:00:00Z,11,,
Q575593,Mike Penning,British politician (born 1957),Q6581097,male,1957-09-28T00:00:00Z,11,,
Q19957306,Mims Davies,British Conservative Party politician,Q6581072,female,1975-06-02T00:00:00Z,11,,
Q262727,Mo Mowlam,British politician (1949-2005),Q6581072,female,1949-09-18T00:00:00Z,11,2005-08-19T00:00:00Z,11
Q18210190,"Natalie Evans, Baroness Evans",British Conservative Party politician (born 1975),Q6581072,female,1975-11-29T00:00:00Z,11,,
Q6969435,Nathan Wright,Lord Keeper of the great Seal,Q6581097,male,1654-01-01T00:00:00Z,9,1721-01-01T00:00:00Z,9
Q10664,Neville Chamberlain,former Prime Minister of the United Kingdom (1869-1940),Q6581097,male,1869-03-18T00:00:00Z,11,1940-11-09T00:00:00Z,11
Q7025123,Nicholas Bubwith,Bishop of Bath and Wells; Lord Privy Seal; Lord High Treasurer; Bishop of London; Bishop of Salisbury,Q6581097,male,1355-01-01T00:00:00Z,9,1424-10-11T00:00:00Z,11
Q7025123,Nicholas Bubwith,Bishop of Bath and Wells; Lord Privy Seal; Lord High Treasurer; Bishop of London; Bishop of Salisbury,Q6581097,male,1355-01-01T00:00:00Z,9,1424-11-05T00:00:00Z,11
Q332902,"Nicholas Edwards, Baron Crickhowell",British politician (1934-2018),Q6581097,male,1934-02-25T00:00:00Z,11,2018-03-17T00:00:00Z,11
Q334638,"Nicholas Lyell, Baron Lyell of Markyate",English politician and life peer. Solicitor-General and Attorney General for England and Wales (1938-2010),Q6581097,male,1938-12-06T00:00:00Z,11,2010-08-30T00:00:00Z,11
Q324805,"Nicholas Ridley, Baron Ridley of Liddesdale",British politician (1929-1993),Q6581097,male,1929-02-17T00:00:00Z,11,1993-03-04T00:00:00Z,11
Q390192,Nicholas Soames,British politician,Q6581097,male,1948-02-12T00:00:00Z,11,,
Q333897,"Nicholas Vansittart, 1st Baron Bexley",British politician (1766-1851),Q6581097,male,1766-04-29T00:00:00Z,11,1851-02-08T00:00:00Z,11
Q265935,Nick Brown,British politician (born 1950),Q6581097,male,1950-06-13T00:00:00Z,11,,
Q189947,Nick Clegg,British media executive and former politician (born 1967),Q6581097,male,1967-01-07T00:00:00Z,11,,
Q391300,Nick Gibb,British politician (born 1960),Q6581097,male,1960-09-03T00:00:00Z,11,,
Q478369,Nick Harvey,British politician (born 1961),Q6581097,male,1961-08-03T00:00:00Z,11,,
Q333283,Nick Herbert,British politician (born 1963),Q6581097,male,1963-04-07T00:00:00Z,11,,
Q580375,Nicky Morgan,British politician,Q6581072,female,1972-10-10T00:00:00Z,11,,
Q258292,Nigel Adams,British politician (born 1966),Q6581097,male,1966-11-30T00:00:00Z,11,,
Q335078,Nigel Lawson,British Conservative politician and journalist (born 1932),Q6581097,male,1932-03-11T00:00:00Z,11,,
Q332919,Norman Fowler,British politician (born 1938),Q6581097,male,1938-02-02T00:00:00Z,11,,
Q750179,Norman Lamb,British politician (born 1957),Q6581097,male,1957-09-16T00:00:00Z,11,,
Q332546,Norman Lamont,British politician (born 1942),Q6581097,male,1942-05-08T00:00:00Z,11,,
Q333578,"Norman St John-Stevas, Baron St John of Fawsley","British politician, academic, monarchist (1929-2012)",Q6581097,male,1929-06-18T00:00:00Z,11,2012-03-02T00:00:00Z,11
Q336011,Norman Tebbit,English politician (born 1931),Q6581097,male,1931-03-29T00:00:00Z,11,,
Q1999717,"Norman Warner, Baron Warner",British Privy Council member (born 1940),Q6581097,male,1940-09-08T00:00:00Z,11,,
Q19957590,Oliver Dowden,British accountant and politician (born 1978),Q6581097,male,1978-08-01T00:00:00Z,11,,
Q478711,Oliver Heald,British politician (born 1954),Q6581097,male,1954-12-15T00:00:00Z,11,,
Q333480,Oliver Letwin,British politician (born 1956),Q6581097,male,1956-05-19T00:00:00Z,11,,
Q3497552,Oliver Stanley,British politician (1896-1950),Q6581097,male,1896-05-04T00:00:00Z,11,1950-12-10T00:00:00Z,11
Q652157,Osmund,Norman nobleman and member of the English clergy,Q6581097,male,1100-01-01T00:00:00Z,7,1099-01-01T00:00:00Z,9
Q652157,Osmund,Norman nobleman and member of the English clergy,Q6581097,male,1100-01-01T00:00:00Z,7,1099-12-09T00:00:00Z,11
Q332400,Oswald Mosley,British politician; founder of the British Union of Fascists (1896-1980),Q6581097,male,1896-11-16T00:00:00Z,11,1980-12-03T00:00:00Z,11
Q197894,Owen Paterson,British politician (born 1956),Q6581097,male,1956-06-24T00:00:00Z,11,,
Q332799,Patricia Hewitt,British politician (born 1948),Q6581072,female,1948-12-02T00:00:00Z,11,,
Q194713,"Patricia Scotland, Baroness Scotland of Asthal",British barrister and baroness,Q6581072,female,1955-08-19T00:00:00Z,11,,
Q333745,Patrick Gordon Walker,British Labour Party politician (1907-1980),Q6581097,male,1907-04-07T00:00:00Z,11,1980-12-02T00:00:00Z,11
Q7146673,Patrick Hastings,British politician (1880-1952),Q6581097,male,1880-03-17T00:00:00Z,11,1952-02-26T00:00:00Z,11
Q24082,Patrick Jenkin,British Conservative politician (1926-2016),Q6581097,male,1926-09-07T00:00:00Z,11,2016-12-20T00:00:00Z,11
Q334163,"Patrick Mayhew, Baron Mayhew of Twysden",British politician (1929-2016),Q6581097,male,1929-09-11T00:00:00Z,11,2016-06-25T00:00:00Z,11
Q333267,Patrick McLoughlin,British Conservative Party politician (born 1957),Q6581097,male,1957-11-30T00:00:00Z,11,,
Q332667,Paul Boateng,politician and the UK's first black Cabinet minister (born 1951),Q6581097,male,1951-06-14T00:00:00Z,11,,
Q269977,Paul Burstow,British politician (born 1962),Q6581097,male,1962-05-13T00:00:00Z,11,,
Q3069915,"Paul Channon, Baron Kelvedon",British politician and Cabinet Minister (1935-2007),Q6581097,male,1935-10-09T00:00:00Z,11,2007-01-27T00:00:00Z,11
Q111574,"Paul Deighton, Baron Deighton",British politician (born 1956),Q6581097,male,1956-01-18T00:00:00Z,11,,
Q333828,Paul Murphy,British politician (born 1948),Q6581097,male,1948-11-25T00:00:00Z,11,,
Q138185,Paul Myners,British businessman and peer (born 1948),Q6581097,male,1948-04-01T00:00:00Z,11,,
Q580464,Penny Mordaunt,British politician (born 1973),Q6581072,female,1973-03-04T00:00:00Z,11,,
Q334257,"Peter Brooke, Baron Brooke of Sutton Mandeville",British politician (born 1934),Q6581097,male,1934-03-03T00:00:00Z,11,,
Q335038,"Peter Carington, 6th Baron Carrington",British Conservative politician (1919-2018),Q6581097,male,1919-06-06T00:00:00Z,11,2018-07-09T00:00:00Z,11
Q177370,"Peter Goldsmith, Baron Goldsmith",British attorney general (born 1950),Q6581097,male,1950-01-05T00:00:00Z,11,,
Q333165,Peter Hain,British politician (born 1950),Q6581097,male,1950-02-16T00:00:00Z,11,,
Q19831,Peter Lilley,British politician (born 1943),Q6581097,male,1943-08-23T00:00:00Z,11,,
Q310046,Peter Mandelson,British peer (born 1953),Q6581097,male,1953-10-21T00:00:00Z,11,,
Q336515,"Peter Rees, Baron Rees","British politician, Cabinet Minister and life peer. (1926-2008)",Q6581097,male,1926-12-09T00:00:00Z,11,2008-11-30T00:00:00Z,11
Q7176922,Peter Shore,British politician (1924-2001),Q6581097,male,1924-05-20T00:00:00Z,11,2001-09-24T00:00:00Z,11
Q333616,"Peter Thomas, Baron Thomas of Gwydir",British politician (1920-2008),Q6581097,male,1920-07-31T00:00:00Z,11,2008-02-04T00:00:00Z,11
Q334282,"Peter Thorneycroft, Baron Thorneycroft",British politician (1909-1994),Q6581097,male,1909-07-26T00:00:00Z,11,1994-06-04T00:00:00Z,11
Q333858,"Peter Walker, Baron Walker of Worcester",British politician (1932-2010),Q6581097,male,1932-03-25T00:00:00Z,11,2010-06-23T00:00:00Z,11
Q7182018,Phil Hope,British politician (born 1955),Q6581097,male,1955-04-19T00:00:00Z,11,,
Q338063,Phil Woolas,British politician and government Minister (born 1959),Q6581097,male,1959-12-11T00:00:00Z,11,,
Q332987,Philip Hammond,British politician (born 1955),Q6581097,male,1955-12-04T00:00:00Z,11,,
Q337483,"Philip Snowden, 1st Viscount Snowden",British politician (1864-1937),Q6581097,male,1864-07-18T00:00:00Z,11,1937-05-15T00:00:00Z,11
Q332487,"Philip Stanhope, 4th Earl of Chesterfield",British statesman and man of letters (1694-1773),Q6581097,male,1694-09-22T00:00:00Z,11,1773-03-24T00:00:00Z,11
Q2708598,"Philip Yorke, 1st Earl of Hardwicke",English lawyer and politician who served as Lord Chancellor (1690-1764),Q6581097,male,1690-12-01T00:00:00Z,11,1764-03-06T00:00:00Z,11
Q575733,Priti Patel,British politician (born 1972),Q6581072,female,1972-03-29T00:00:00Z,11,,
Q175366,"Quintin Hogg, Baron Hailsham of St Marylebone","British judge, politician, life peer and Cabinet minister (1907-2001)",Q6581097,male,1907-10-09T00:00:00Z,11,2001-10-12T00:00:00Z,11
Q182035,Rab Butler,British politician,Q6581097,male,1902-12-09T00:00:00Z,11,1982-03-08T00:00:00Z,11
Q166646,Ramsay MacDonald,British statesman; prime minister of the United Kingdom (1866-1937),Q6581097,male,1866-10-12T00:00:00Z,11,1937-11-09T00:00:00Z,11
Q3930145,"Ranulf, Lord Chancellor",chancellor in the reign of Henry I of England,Q6581097,male,,,1123-01-01T00:00:00Z,9
Q7306109,Redmond Barry,Irish politician,Q6581097,male,1866-09-14T00:00:00Z,11,1913-07-11T00:00:00Z,11
Q4816857,"Reg Prentice, Baron Prentice",British politician (1923-2001),Q6581097,male,1923-07-16T00:00:00Z,11,2001-01-18T00:00:00Z,11
Q7308620,Reginald Bray,Chancellor of the Duchy of Lancaster,Q6581097,male,1440-01-01T00:00:00Z,9,1503-06-24T00:00:00Z,11
Q2271478,"Reginald Manningham-Buller, 1st Viscount Dilhorne",British politician (1905-1980),Q6581097,male,1905-08-01T00:00:00Z,11,1980-09-07T00:00:00Z,11
Q333275,Reginald Maudling,British politician (1917-1979),Q6581097,male,1917-03-07T00:00:00Z,11,1979-02-14T00:00:00Z,11
Q333710,Reginald McKenna,British banker and Liberal politician (1863-1943),Q6581097,male,1863-07-06T00:00:00Z,11,1943-09-06T00:00:00Z,11
Q7323765,"Richard Arden, 1st Baron Alvanley",British judge and politician,Q6581097,male,1744-05-20T00:00:00Z,11,1804-03-19T00:00:00Z,11
Q5613675,"Richard Assheton Cross, 1st Viscount Cross",British statesman and Conservative politician,Q6581097,male,1823-05-30T00:00:00Z,11,1914-01-08T00:00:00Z,11
Q6237389,"Richard Bethell, 1st Baron Westbury",British politician,Q6581097,male,1800-06-30T00:00:00Z,11,1873-07-20T00:00:00Z,11
Q338166,Richard Caborn,British politician (born 1943),Q6581097,male,1943-10-06T00:00:00Z,11,,
Q328681,Richard Crossman,"British Labour Party politician, author and editor (1907-1974)",Q6581097,male,1907-12-15T00:00:00Z,11,1974-04-05T00:00:00Z,11
Q7325748,Richard Fowler,"British politician, died 1477",Q6581097,male,1450-01-01T00:00:00Z,7,1477-11-03T00:00:00Z,11
Q2041357,"Richard Grenville-Temple, 2nd Earl Temple",First Lord of the Admiralty (1711-1779),Q6581097,male,1711-09-26T00:00:00Z,11,1779-09-12T00:00:00Z,11
Q334078,"Richard Haldane, 1st Viscount Haldane",British politician (1856-1928),Q6581097,male,1856-07-30T00:00:00Z,11,1928-08-19T00:00:00Z,11
Q7327015,Richard Keble,"English Parliamentarian lawyer and judge, during  the Interregnum a Keeper of the Great Seal",Q6581097,male,1605-01-01T00:00:00Z,9,1683-01-01T00:00:00Z,9
Q12411364,"Richard Law, 1st Baron Coleraine",British Conservative politician (1901-1980),Q6581097,male,1901-02-27T00:00:00Z,11,1980-11-15T00:00:00Z,11
Q333512,"Richard Marsh, Baron Marsh",politician from England (1928-2011),Q6581097,male,1928-03-14T00:00:00Z,11,2011-07-29T00:00:00Z,11
Q28203000,Richard Middleton,13th-century English clergyman and Chancellor of England,Q6581097,male,,,1272-08-14T00:00:00Z,11
Q3431082,"Richard Onslow, 1st Baron Onslow",English Speaker of the House of Commons (1654-1717),Q6581097,male,1654-06-23T00:00:00Z,11,1717-12-05T00:00:00Z,11
Q6315297,"Richard Rich, 1st Baron Rich",English politician (1496-1567),Q6581097,male,1496-01-01T00:00:00Z,9,1567-01-01T00:00:00Z,9
Q7328800,Richard Ryder,British politician,Q6581097,male,1766-07-05T00:00:00Z,11,1832-09-18T00:00:00Z,11
Q2150490,"Richard Ryder, Baron Ryder of Wensum",British Conservative Party politician (born 1949),Q6581097,male,1949-02-04T00:00:00Z,11,,
Q3701723,"Richard Temple-Nugent-Brydges-Chandos-Grenville, 3rd Duke of Buckingham and Chandos","British soldier, politician, and administrator (1823-1889)",Q6581097,male,1823-09-10T00:00:00Z,11,1889-03-26T00:00:00Z,11
Q335205,"Richard Wellesley, 1st Marquess Wellesley",British politician (1760-1842),Q6581097,male,1760-06-20T00:00:00Z,11,1842-09-26T00:00:00Z,11
Q7329899,Richard West,Lord Chancellor of Ireland,Q6581097,male,1691-01-01T00:00:00Z,9,1726-01-01T00:00:00Z,9
Q7330041,Richard Wingfield,Chancellor of the Duchy of Lancaster,Q6581097,male,1450-01-01T00:00:00Z,8,1525-01-01T00:00:00Z,9
Q7330227,"Richard le Scrope, 1st Baron Scrope of Bolton",English Baron,Q6581097,male,1320-01-01T00:00:00Z,8,1403-01-01T00:00:00Z,9
Q20055561,Rishi Sunak,Chancellor of the Exchequer of the United Kingdom (born 1980),Q6581097,male,1980-05-12T00:00:00Z,11,,
Q2686624,"Robert Bourchier, 1st Baron Bourchier",lord chancellor of England,Q6581097,male,1306-01-01T00:00:00Z,9,1349-05-26T00:00:00Z,11
Q269853,Robert Buckland,British politician (born 1968),Q6581097,male,1968-09-22T00:00:00Z,11,,
Q7342511,Robert Burnell,Archbishop-elect of Canterbury; Bishop of Bath and Wells; Bishop-elect of Winchester,Q6581097,male,1239-01-01T00:00:00Z,9,1292-11-01T00:00:00Z,11
Q333896,Robert Carr,British politician (1916-2012),Q6581097,male,1916-11-11T00:00:00Z,11,2012-02-17T00:00:00Z,11
Q12702,Robert Cecil,"lawyer, politician and diplomat in the United Kingdom (1864-1958)",Q6581097,male,1864-09-14T00:00:00Z,11,1958-11-24T00:00:00Z,11
Q704171,"Robert Cecil, 1st Earl of Salisbury",English Earl (1563-1612),Q6581097,male,1563-06-11T00:00:00Z,11,1612-05-24T00:00:00Z,11
Q336421,"Robert Crewe-Milnes, 1st Marquess of Crewe",British diplomat (1858-1945),Q6581097,male,1858-01-12T00:00:00Z,11,1945-06-20T00:00:00Z,11
Q243705,"Robert Gascoyne-Cecil, 3rd Marquess of Salisbury",British politician and prime minister (1830-1903),Q6581097,male,1830-02-03T00:00:00Z,11,1903-08-22T00:00:00Z,11
Q333205,"Robert Gascoyne-Cecil, 5th Marquess of Salisbury",British Conservative politician (1893-1972),Q6581097,male,1893-08-27T00:00:00Z,11,1972-02-23T00:00:00Z,11
Q335589,"Robert Gascoyne-Cecil, 7th Marquess of Salisbury",British politician (born 1946),Q6581097,male,1946-09-30T00:00:00Z,11,,
Q332499,"Robert Harley, 1st Earl of Oxford and Earl Mortimer",English politician (1661-1724),Q6581097,male,1661-12-05T00:00:00Z,11,1724-05-21T00:00:00Z,11
Q7345402,"Robert Henley, 1st Earl of Northington",Lord Chancellor of Great Britain,Q6581097,male,1708-01-01T00:00:00Z,9,1772-01-14T00:00:00Z,11
Q333417,"Robert Hobart, 4th Earl of Buckinghamshire",Irish politician (1760-1816),Q6581097,male,1760-05-06T00:00:00Z,11,1816-02-04T00:00:00Z,11
Q1241043,"Robert Horne, 1st Viscount Horne of Slamannan",British politician (1871-1940),Q6581097,male,1871-02-28T00:00:00Z,11,1940-09-03T00:00:00Z,11
Q312569,"Robert Jenkinson, 2nd Earl of Liverpool","British Prime Minister, politician (1770-1828)",Q6581097,male,1770-06-07T00:00:00Z,11,1828-12-04T00:00:00Z,11
Q17180679,Robert Jenrick,British politician (born 1982),Q6581097,male,1982-01-09T00:00:00Z,11,,
Q5391268,Robert Key,British politician (born 1945),Q6581097,male,1945-04-22T00:00:00Z,11,,
Q334355,Robert Lowe,British statesman and colonial Australian politician (1811-1892),Q6581097,male,1811-12-04T00:00:00Z,11,1892-07-27T00:00:00Z,11
Q7347872,"Robert Munro, 1st Baron Alness",British politician (1868-1955),Q6581097,male,1868-05-28T00:00:00Z,11,1955-10-06T00:00:00Z,11
Q13530008,Robert Nisbet-Hamilton,British politician,Q6581097,male,1804-01-01T00:00:00Z,9,1877-06-09T00:00:00Z,11
Q181875,Robert Peel,"British Prime Minister, Conservative statesman, and art collector (1788-1850)",Q6581097,male,1788-02-05T00:00:00Z,11,1850-07-02T00:00:00Z,11
Q7349183,"Robert Raymond, 1st Baron Raymond",British politician,Q6581097,male,1673-12-20T00:00:00Z,11,1733-03-18T00:00:00Z,11
Q3006661,"Robert Reid, 1st Earl Loreburn","British lawyer, judge and radical Liberal politician (1846-1923)",Q6581097,male,1846-04-03T00:00:00Z,11,1923-11-30T00:00:00Z,11
Q7349362,"Robert Rolfe, 1st Baron Cranworth",British politician,Q6581097,male,1790-12-18T00:00:00Z,11,1868-07-26T00:00:00Z,11
Q7349591,Robert Sawyer,English politician,Q6581097,male,1633-01-01T00:00:00Z,9,1692-01-01T00:00:00Z,9
Q2158815,"Robert Sheldon, Baron Sheldon",British politician (1923-2020),Q6581097,male,1923-09-13T00:00:00Z,11,2020-02-02T00:00:00Z,11
Q2573060,"Robert Spencer, 2nd Earl of Sunderland",English nobleman and politician of the Spencer family,Q6581097,male,1641-09-05T00:00:00Z,11,1702-09-28T00:00:00Z,11
Q333050,"Robert Stewart, Viscount Castlereagh",British politician (1769-1822),Q6581097,male,1769-06-18T00:00:00Z,11,1822-08-12T00:00:00Z,11
Q7350389,Robert Thorpe,English justice,Q6581097,male,,,1372-07-07T00:00:00Z,11
Q7350449,Robert Tracy,English judge,Q6581097,male,1655-01-01T00:00:00Z,9,1735-09-11T00:00:00Z,11
Q104190,Robert Walpole,"British statesman and art collector, 1st Earl of Orford (1676-1745)",Q6581097,male,1676-09-05T00:00:00Z,11,1745-03-29T00:00:00Z,11
Q7350984,Robert Weston,English politician and Lord Chancellor of Ireland,Q6581097,male,1515-01-01T00:00:00Z,9,1573-05-20T00:00:00Z,11
Q311214,Robin Cook,British Labour Party politician (1946-2005),Q6581097,male,1946-02-28T00:00:00Z,11,2005-08-06T00:00:00Z,11
Q7352835,"Robin Turton, Baron Tranmire",British politician (1903-1994),Q6581097,male,1903-08-08T00:00:00Z,11,1994-01-17T00:00:00Z,11
Q332859,"Roger Freeman, Baron Freeman",British politician (born 1942),Q6581097,male,1942-05-27T00:00:00Z,11,,
Q1666546,Roger le Poer,Lord Chancellor of England,Q6581097,male,1107-01-01T00:00:00Z,9,1200-01-01T00:00:00Z,7
Q1363930,Roger of Salisbury,Norman medieval Bishop of Salisbury and the seventh Lord Chancellor and Lord Keeper of England (1065-1139),Q6581097,male,1065-01-01T00:00:00Z,9,1139-12-11T00:00:00Z,11
Q1363930,Roger of Salisbury,Norman medieval Bishop of Salisbury and the seventh Lord Chancellor and Lord Keeper of England (1065-1139),Q6581097,male,1065-01-01T00:00:00Z,9,1139-12-18T00:00:00Z,11
